,date,tag,title,link
190,1月17日,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220117covid-19_3.pdf
191,1月17日,その他,長崎税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220117covid-19_2.pdf
192,1月17日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220117covid-19_1.pdf
193,1月13日,その他,名古屋税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220113covid-19_1.pdf
194,1月13日,その他,門司税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220113covid-19_2.pdf
195,1月12日,その他,沖縄地区税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220112covid-19.pdf
196,1月11日,その他,沖縄地区税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220111covid-19_2.pdf
197,1月11日,その他,沖縄地区税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220111covid-19_3.pdf
198,1月11日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220111covid-19_1.pdf
199,1月11日,統計,貿易統計（令和3年12月上中旬分速報）,https://www.customs.go.jp/toukei/latest/index.htm
200,1月7日,その他,横浜税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220107covid-19_2.pdf
201,1月7日,その他,東京税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220107covid-19_1.pdf
202,1月6日,その他,関税・外国為替等審議会 関税分科会（令和3年11月29日開催）議事録,https://www.customs.go.jp/news/hodo.htm#20220106
203,1月6日,その他,沖縄地区税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220106covid-19_3.pdf
204,1月6日,その他,沖縄地区税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220106covid-19_2.pdf
205,1月6日,その他,沖縄地区税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220106covid-19_1.pdf
206,1月4日,その他,沖縄地区税関における新型コロナウイルス感染症陽性者の判明について,https://www.customs.go.jp/news/news/covid-19_2022/20220104covid-19.pdf
207,1月1日,手続,実行関税率表（2022年1月1日版）,https://www.customs.go.jp/tariff/2022_01_01/index.htm
208,1月1日,法令,地域的な包括的経済連携（RCEP）協定の発効について,https://www.customs.go.jp/kyotsu/kokusai/news/rcep_20211103.html
